doc_id,sent_id,sentence,token_count,char_count,rating
4298,0,Die Rechnungsstelle ist unfähig die Zahlungen den Rechnugnen zuzuordnen.,9,72,3.0
6289,6,Jeder Pat sollte Individuelle beraten werden und nicht verallgemeinert.,9,71,6.0
2230,5,"Danach kam eine junge freundliche Ärztin, der ich mein Problem schilderte.",11,74,5.0
4326,3,Er hat mir stets geholfen.,5,26,1.0
7581,1,Die Wartezeit im Wartezimmer ist nicht okay.,7,44,3.0
6299,0,"Die Praxis ist zwar gut, jedoch lässt die Freundlichkeit zu wünschen übrig und auch die Wartezeit von über einer Stunde ist gesalzen, wenn man bedenkt, dass ich wegen einer kleinen Sportverletzung hingegangen von und dann Parteiendemokratie, die nach mir kamen sofort vorgezogen wurde",43,284,4.0
1486,1,Er hat mich durchgehend untersucht und alles sehr klar und fachlich erklärt.,12,76,1.0
6152,0,Nach der OP an meinem rechten Knie am 1.,9,40,5.0
4980,0,"Als ich schwanger wurde, habe ich lange nachgedacht, ob ich die Ärztin wechseln soll.",14,85,2.0
300,6,Die Praxis ist immer gut besucht und dass auch nicht ohne Grund.,12,64,1.0
2131,2,Sehr Lange Wartezeiten trotz eines Termins Am ende der Behandlung keine Auskunft was es letztendlich war.,16,105,4.0
2194,6,"Er hat sich schon etwas Zeit genommen, aber hat trotzallem etwas gehetzt gewirkt.",13,81,2.0
7095,1,Leider ist aber dort nur selten jemand telefonisch erreichbar.,9,62,2.0
4060,3,Zum schwätzchen halten soll sich die Frisöse kümmern.,8,53,2.0
2157,6,Er ist sehr freundlich und interessiert.,6,40,1.0
6019,6,"Im Nachhinein bin ich froh, dass die Damen mich auf diese Weise weggeekelt haben.",14,81,3.0
7433,1,Die Behandlung war erfolgreich und wir sind Eltern einer süßen Tochter geworden.,12,80,2.0
691,0,"wie bereits in meiner Überschrift angedeutet, macht die Praxis von Ihrer Ausstattung eine Menge her... damit hat es sich dann aber auch leider schon :-(.",25,153,6.0
3290,9,Letztendlich hatte mein Hausarzt übrigens recht.,6,48,6.0
1652,7,"SSW 38 traf Sie die Aussage, dass wir uns wahrscheinlich um einen Monat verrechnet haben und es jeden Moment soweit sein kann.",22,126,5.0
5581,9,Für meinen Fall kann ich noch zur Laserbehadlung meiner Nase nur gutes berichte!,13,80,1.0
6905,3,Die Untersuchungs- und Behandlungsmethoden fand ich jedoch nicht optimal.,9,73,2.0
5412,0,Ich bin kein Hater aber war total unzufrieden mit meiner Behandlung.,11,68,6.0
1559,3,Es ist eine sehr schöne Praxis in der man nicht all zu lange Wartezeiten hat und das ganze Praxis Personal ist sehr freundlich und hifsbereit.,25,142,1.0
2437,5,So etwas habe ich noch nie erlebt!,7,34,2.0
7408,1,Hofer eine Darmspiegelung ohne Narkose machen lassen.,7,53,1.0
7226,0,Bei meinem ersten Besuch bei Herrn Dr.,7,38,1.0
7954,1,Gora kurzfristig einen Termin einräumen und ein Auge umgehend operieren.,10,72,1.0
5490,1,"Man sitzt und sitz, sitzt und wartet, wartet...",8,47,6.0
1930,1,"Ob es nun tatsächlich die Akupunktur war, oder die Akupunktur plus den Glauben daran oder ggf. auch ganz andere Faktoren - egal!",22,128,2.0
4417,1,Verfolgt Studienergebnisse seines Fachbereichs zeitnah.,5,55,1.0
6071,1,"Im Gegenteil hatte ich das Gefühl, mit meinen Ängsten und Symptomen, sowie weiteren Schritten der Behandlung allein gelassen zu sein.",20,133,6.0
844,1,Und hervorzuheben ist auch das überaus freundliche und hilfsbereite Personal.,10,77,1.0
3160,4,"Arzt hat sich viel Zeit für mich genommen, auch eine ordentliche Anamnese erstellt.",13,83,1.0
6985,3,"Die Aufklärung, dass ich die Kosten selbst tragen muss, bekam ich allerdings erst am Ende aller Behandlungen.",17,109,3.0
7411,4,Eine Stunde Wartezeit für einen Spontantermin fand ich okay.,9,60,5.0
7902,2,"Dass ich nüchtern kommen soll, damit Blut abgenommen werden kann, wurde mir nicht mitgeteilt.",14,93,6.0
6433,2,Gelogen wie gedruckt erwar die ganze Zeit bei mir!,9,50,6.0
7293,4,"Bei meinem letzten Besuch meinte ich, dass ich jetzt mal bei einem Heilpraktiker aufsuche, woraufhin er nur verächtlich lachte und meinte, dass könnte ich mir sparen.",26,166,4.0
6930,0,Galambos nimmt sich die Zeit für seinen Patienten.,8,50,1.0
1727,0,"Tillo ist nicht nur eine fachlich sehr versierte Ärztin, die alles sehr genau erklärt und sehr versichtig die Untersuchungen durchführt, sondern auch menschlich auf einem sehr hohem Niveau angesiedelt.",29,201,1.0
2160,5,Die Behandlung war sehr kurz und Sie war nach der kurzen Untersuchung schon aus der Tür.,16,88,4.0
294,1,"Erste Op: Gelenk wurde schief eingesetzt, in einer zweiten Op sollte dies korrigiert werden, aber leider sitzt das Gelenk nach wie vor nicht gerade und ich habe permanenten Bewegungsschmerz und kann nur minimal beugen.",34,218,4.0
1321,4,"Hat mich zum Rehasport geschickt (wohlgemerkt, ich war pudelfit zu dem Zeitpunkt, und so ein allgemeines Programm absolut daneben für meine Art Problem) - als Sportmediziner schon sehr enttäuschend, dafür überhaupt kein Ohr gehabt zu haben.",36,240,5.0
7093,3,Dr.habe ich mich sehr gut untersucht und informiert gefühlt.,9,60,1.0
1781,2,Trotz voller Praxis wurde ich sehr nett empfangen und aufgenommen.,10,66,1.0
3747,0,Durch eine Empfehlung kam ich zu Herrn Kohler.,8,46,1.0
4640,0,Einen besseren Zahnarzt findet man nicht in Berlin.,8,51,1.0
3760,1,Gleiche Umstände am Tresen (teilweise 10 Personen in Warteschlange und 20 Min.,12,78,2.0
6368,11,"Diese Ärztin ist zwar nett ein netter Mensch, aber eine fürchterliche Ärztin.",12,77,5.0
370,7,"Aber schlecht zu beraten und zu versorgen ist absolut indiskutabel, egal aus welchem Grund.",14,91,5.0
2342,4,Auch das Praxispersonal habe ich bisher immer sehr freundlich erlebt.,10,69,1.0
7442,1,Susanne Hillenbrand besucht und war sehr zufrieden mit der Behandlung.,10,70,1.0
5648,4,"Das Rezept was ich dann ab und zu bekomme ist auch noch falsch, da ich die eigentlich nicht bezahlen muss, da ich noch keine 18 bin.",26,132,6.0
203,1,Das ist leide nicht das erste Mal.,7,34,2.0
3462,2,"Wenn man den Namen des Medikamts nicht umgehend nennen kann, wird man ungeduldig angefaucht.",14,92,2.0
2284,0,Zahnärztin drückt einem ungefragt unpassende Kommentare zur eigenen Person auf.,10,79,4.0
6805,9,"Als Ärztin kann ich sie auf keinen Fall empfehlen, ich finde sonst sehr nett.",14,77,4.0
4414,0,Hatt die Krankheit des Kindes nicht erkannt.,7,44,4.0
6905,5,Reifferscheid sofort Magengeschwüre ausschließen konnte (?!) und Pantoprazol das Mittel der Wahl war.,13,101,2.0
7897,1,Doktor Straub war stets freundlich und ist sehr gut auf mich und meine Fragen eingegangen.,15,90,1.0
2358,4,Werden uns jetzt einen neuen kinderarzt suchen...,7,49,3.0
621,3,"Ich habe meine Tochter dann zu meinem Gynäkologen geschickt, da hat man sie nicht weggeschickt.",15,95,3.0
4329,0,Ich kam mit Fieber in die Praxis u mir gings sehr schlecht.,12,59,5.0
6533,0,Sie ist die beste Kinderärztin die man sich wünschen kann.,10,58,1.0
2123,1,"Meine riesige Wunde wurde als ""Verfärbung"" bezeichnet u. ich solle (ich konnte kaum laufen) trotzdem arbeiten gehen.",17,116,6.0
2497,7,"Ich verschreibe Ihnen mal diese Antibiotischen Tropfen und eine salbe mit Cortison""....",12,87,6.0
4623,1,"Er stellte sehr sicher seine Diagnose und leitete sofort weitere Untersuchungen ein, für eine genaue Weiterbehandlung.",16,118,2.0
6631,0,Die Terminvergabe muss in dieser Praxis noch erlernt werden.,9,60,3.0
1703,4,"Dieser Punkt ziehte sich durch so gut wie alle Termine, immer wieder gab es so kleinigkeiten bei denen man einfach nicht beachtet wurde oder man behandelt wurde wie ein Kind.",30,174,3.0
6482,0,Ich war dort mit meinen Kindern 4 und 10.,9,41,1.0
83,12,Wegen des Befundes hat sich auch niemand bei mir gemeldet!,10,58,5.0
2474,2,"Das gesamte Team fühlt schon bei Kleinigkeiten ihre Kompetenz angezweifelt,",10,75,3.0
7577,0,Ich war bereits das zweite Mal in Behandlung und kann nur sagen: Sehr Gut!!!,14,76,1.0
325,1,Irgendwann kommt dann ein Klingelton und man hofft auf eine Verbindung...und wird dann weggedrückt.,14,99,3.0
3230,0,"Bewertungen im Netz sind mir eigentlich zuwider, da sie dem Bewerteten keine Rechtfertigungsmöglichkeiten lassen und äußerst subjektiv sind, aber die Behandlung der sehr sympathischen Zahnmedizinerin Franziska Kremer sprengt den Rahmen dessen, was mit medizinischer Sorgfaltspflicht noch in Einklang zu bringen ist.",41,315,5.0
548,8,"Sie sagte sie würde die Wurzelkanalbehandlung nicht über die Krankenkasse abrechnen, sondern nur privat. ""Die 4 Stunden Arbeit würden sich sonst nicht lohnen."" Im Ernst?",25,169,5.0
916,10,"Aufgrund seiner langen Erfahrung hat man als Patient sehr schnell das Gefühl, in guten Händen zu sein.",17,102,1.0
6736,6,Naja nach der Untersuchung sollte ich Blutabgeben gab vorne meinen Zettel ab bei der Zweiten Dame.,16,98,2.0
7611,1,Ich kann sie nicht weiterempfehlen.,5,35,6.0
4948,1,Der freundlichste Arzt in meiner vieljährigen Krankheitsgeschichte.,7,67,1.0
4535,0,Ich ließ mir bei Herrn Dr.,6,26,2.0
6452,4,"Wer mehr Patienten aufnimmt als er tatsächlich regelmässig betreuen kann, will durch Masse Geld verdienen.",15,106,4.0
5229,2,Wir haben uns einen besseren Arzt gesucht...,7,44,6.0
4335,1,Nach den Zahnschmertzen bei einem Zahn der unter einer Krohne war worde eine Wurtzel behandlung gemacht die schmertzen sind aber nicht weniger geworden nach mehr maligen aufodern an den Zahnartzt worde der zahn nochmal aufgemacht.,35,230,4.0
7313,1,Das ist mir noch nie passiert.,6,30,6.0
2677,5,"Herr Lippert ist ein sympathischer Zahnarzt, den ich gern weiter aufsuchen würde, falls er andere Angestellte hätte.",17,116,2.0
2350,0,Schellnack und Team insgesamt sehr patzig!,6,42,6.0
6777,0,Wie gesagt der Arzt ist nett.,6,29,2.0
2607,4,"Zu ihr gehe ich nie mehr.""",6,26,3.0
4331,0,"sind immer gut drauf,und zuvor kommend,gehe gerne dahin",8,55,2.0
6981,4,Nach einer gründlichen Untersuchung (ings.,5,42,5.0
2002,1,Eilers Zeit genommen und mich ausführlich beraten.,7,50,1.0
6508,7,"Ich erwarte keine Gesprächstherapie von einem Orthopäden, aber ich erwarte ernstgenommen und angehört zu werden.",15,112,5.0
184,1,Ich habe mir die Kupferkette einsetzen lassen und er war sehr schnell und kompetent.,14,84,2.0
5482,4,Auch in der Klinik war Herr Dr.,7,31,2.0
3252,7,Eigentlich müßte man den Arzt verklagen...!!,6,44,6.0
6345,2,Ergebnis: sie hatte sich um das zehnfache vermessen.,8,52,5.0
1537,0,"Frau Wodiankas Arbeit fand Ich nicht gut, die Assistenten/innen haben Ihre Arbeit aber Top gemacht.",15,99,3.0
5341,0,Ich bin seit vielen Jahren Patientin in Dr.,8,43,1.0
2811,4,Nach zwei Stunden Wartezeit wurde ich zu Dr Beckers gerufen.,10,60,2.0
6762,2,"Das spart nicht nur Zeit, sondern auch Geld - leider führt dieses Verfahren hin und wieder zur Verschleppung ernster Erkrankungen, aber das sind dann wohl Kollateralschäden.",26,173,4.0
6967,4,Ich bin sehr froh bei ihr gelandet zu sein und bin sehr zufrieden!!,13,67,1.0
1057,2,Ich war bis jetzt 4 mal bei ihm und er war immer freundlich und hat sich Zeit genommen und wirklich alles durchgecheckt,22,119,2.0
3969,9,"Und ohne viel Erklärung lag ich auf der Liege mit den Nadeln an meinem Körper, keine Ahnung was ich machen soll bzw, was diese Nadeln bewirken sollen etc.",28,154,6.0
5327,7,"Musste mehrere Stunden warten, und habe mich nachher Weinend vor Schmerz in ein andrees Zimmer setzen müssen, erst dann wurde ich Ernstgenommen und durfte dann nach etwa 15 Minuten zum Ultraschall, um zu hören, dass ich bitte sofort ins Krankenhaus soll, wegen Verdacht auf Blinddarmentzündung.",45,294,2.0
5453,3,Haben nun gewechselt und sind mit unseren neuen Ärztin super zufrieden und glücklich das man dort ernst genommen wird und sich auch eine gewisse Zeit nimmt uns,27,159,5.0
889,4,Und mich auch noch total unprofessionel behandelt.,7,50,5.0
5636,0,Herr Kerleau ist ein sehr kompetenter und sympathischer Mediziner.,9,66,2.0
6257,1,Nach vorne sehr Verständnisvoll und Hilfsbereit hinten rum schaut es dann anders aus.,13,85,4.0
5840,3,DANKE Auch an das gesamte Praxis Team ein herzliches Dankeschön.,10,64,1.0
1560,2,"Termin war er doch sehr oberflächlich, und hatte seine eigene Diagnose über die Arthrose und die Banscheibenvorfälle ""vergessen"" bzw. seine eigene ernste Diagnose verharmlost.",24,175,2.0
7040,5,Markus Schofer der mir mit seiner unkomplizierten Art und Weise sehr entgegengekommen ist und ich schnell Vertrauen finden konnte .,20,131,2.0
4857,5,"Sie regt zu neuem Denken und Handeln an, ist aber auch bei Rückschlägen verständnisvoll und geduldig.",16,101,1.0
7773,0,"Als Operateur sicherlich zu empfehlen (Meniskus-OP), aber für die Nachsorge ist weder die Zeit noch das Budget vorhanden.",18,121,5.0
3740,0,"1 Minute im Gespräch, musste mir einen blöden Kommentar anhören und hab Tabletten bekommen.",14,91,6.0
2145,8,"Die Untersuchung selbst, war genau.",5,35,2.0
6570,4,Ich bin überglücklich und Herrn Prof.,6,37,1.0
3404,5,Polarz allen Angstpatienten nur weiterempfehlen.,5,48,1.0
7901,6,"Das ganze in einem unfreundlichen Ton, dass einem ""Hören und Sehen"" vergeht.",12,76,6.0
1973,2,Leider ist die Praxis nicht mehr barierrefrei sondern liegt im 1 Stock.,12,71,3.0
2377,1,"Besonders die Schwester, die den Eingriff vorbereitete war sehr freundlich.",10,75,2.0
4466,0,"Das Anliegen, mit dem ich zu ihr kam, war eine Hormonuntersuchung.",11,66,4.0
6022,0,"Kompetenter netter Arzt, hat Zeit für seine Patienten",8,53,2.0
4685,1,Ich kann von dieser Praxis nur abraten!,7,39,4.0
1220,2,Diese Rechnung bezahle ich erstmal nicht.,6,41,6.0
4167,2,"Deshalb bin ich erstaunt, daß das Personal sehr unhöflich auftritt.",10,67,2.0
6592,1,Hier ist die Technik wichtiger wie die der Patient kann beim Gespräch den Patienten nicht in den Augen schauen sondern nur auf den Bildschirm.,24,142,6.0
3158,4,"Manchmal frage ich mich, ob sie ein Azubi ist?",9,46,4.0
7809,4,Für einen Kurzfristigen Termin muss Mann grundsätzlich einen Tag Frei nehmen.,11,77,2.0
3750,13,Ich würde sie auf alle Fälle weiter empfehlen.,8,46,2.0
866,1,Frau Dette nimmt sich immer ausrecihend Zeit und hat mich intensiv und toll während meiner Schwangerschaft behandelt.,17,117,1.0
6081,0,- Freundliche Mitarbeiter insbesondere auch am Telefon - Kaum Wartezeiten - Gesichtsmassage nach Prophylaxe,14,107,2.0
5525,3,Ziemlich schmerzhaft... so kurz wie möglich eine Patientin behandeln und dann ist gut.,13,86,4.0
3068,2,Es werden Untersuchungen oft unnötig wiederholt.,6,48,2.0
7417,0,"Ich bin Angstpatientin, 50+, habe schon viele Zahnärzte erlebt.",9,63,1.0
5267,1,"Bin seit reichlich 5 Wochen rauchfrei und glaube, ich habe es geschafft.",12,72,1.0
3827,3,Nikolic wuerde mir von ein Verwandter empfohlen der von ihn operiert worden ist und ebenfalls sehr zufrieden mit der OP ist.,21,124,1.0
6138,1,Ich habe mich in der Praxis sehr gut aufgehoben gefühlt.,10,56,2.0
3890,0,"Sehr gute Aufklärung und Therapie, ein absolut menschlicher und zugewandter Arzt, Terminzeiten auf den Patienten zugeschnitten, rührende rundum Versorgung während der Behandlung, ein Arzt der ""über den Tellerrand hinweg sieht"".",30,227,1.0
7237,2,"Bei dem ausführlichen Vorgespräch kann man wirklich jede erdenkliche Frage stellen, denn Herr Dr Plath nimmt die Sorgen und Ängste der werdenden Eltern sehr ernst.",25,163,1.0
50,0,Ich fühle mich gut aufgehoben.,5,30,1.0
3903,0,Sehr lange Wartezeit trotz Termin.,5,34,6.0
6005,11,Aspekte wie fehlendes Netzwerk oder fehlende Zusammenarbeit (Stichwort Erreichbarkeit) machen eine wirklich zielführende Behandlung unmöglich.,15,142,3.0
7492,1,Mein eigentlicher Zahnarzt hatte keine Zeit.,6,44,2.0
6517,0,Genau so wichtig wie die fachliche ist bei einem Arzt die soziale Kompetenz.,13,76,5.0
6372,8,"Als ich dies in einer Bekannten erzählte, berichtete diese mir, dass sie genau die gleiche Erfahrung mit dieser Ärzten gemacht hat... :-(",22,137,5.0
6751,0,"Alles bestens, Note 1 , Sensationell wie das verlaufen ist.",10,59,1.0
7006,1,"Die Ärztin hat angemessene Zeit für den Patienten,und beantwortet alle anstehenden Fragen.",12,90,1.0
6163,2,Er ist fachlich sicher und genau.,6,33,2.0
7408,0,Ich habe bei Herrn Dr.,5,22,1.0
7909,1,Sprechstundenhilfen alle wirklich sehr nett!,5,44,1.0
5312,5,"Desweiteren weigerte man sich, einen Befundbericht auszustellen, ebenfalls, einen solchen an meine Ärztin zu senden.",15,116,6.0
3232,2,"Kann ich wärmstens weiterempfehlen, sie ist eine gute Ärztin!",9,61,2.0
5583,1,Ist immer auf Zahnerhalt aus anstatt gleich Kronen zu verabreichen.,10,67,1.0
177,0,"Sehr kompetenter Arzt, fachkundige Schwestern.",5,46,1.0
1788,5,Hüggelmeier und seinem Vorgänger) die seit Jahren erfolgreich mit Kortison in Schach gehalten werden konnten und anderen kleineren Fragen.,19,138,6.0
4697,10,"Ich wäre ""dreist"", wenn sie mir schon gesagt hätten, dass er keine Zeit hat und normalerweise wären sie ja freundlich und würden nichts sagen (diese Statistik ist damit hinfällig), aber das wäre respektlos und frech gewesen.",36,224,2.0
2461,6,Wir haben überhaupt kein vertrauen mehr zu ihm.,8,47,5.0
1694,11,"Außerdem muss ich auch die etwas zur Unfreundlichkeit tendierenden Arzthelferinnen kritisieren, die wenig Geduld zu scheinen hatten und außerdem den Eindruck hinterließen, dass es an nötigem Fachwissen mangelt.",28,210,3.0
4773,5,Nun soll ich auf den Kosten für die Untersuchung sitzenbleiben!!,10,64,6.0
7102,2,"Das Ultraschallgerät könnte besser sein, habe zumindest schon bessere Aufnahmen gesehen.",11,88,2.0
6643,0,"Ich bin heute mit meiner 2,5 jährigen Tochter in der Sprechstunde von diesem Arzt gewesen, weil sie an beiden Füssen eine Fehlstellung der Zehen hat.",25,149,5.0
1471,1,"Nachdem ich beruflich kurzfristig einmal absagen musste und später einen neuen Termin ausmachte, wurde ich kurz vor dem Termin angerufen und es wurde mit Verweis auf den letzten Termin gefragt, ob ich auch wirklich kommen könne.",36,228,6.0
333,0,In diese Zahnarztpraxis gehe ich schon seit einigen Jahren und war immer sehr zufrieden.,14,88,3.0
4429,7,Insgesamt fühlte ich mich durch Dr.,6,35,6.0
157,0,Der Ablauf der Untersuchung war routiniert und für mich in Ordnung.,11,67,3.0
5023,5,"Ich wollte nur meine Ergebnisse ausgehändigt bekommen, nicht zur Behandlung.",10,76,5.0
704,4,"Ich trage KLeidergröße 36 und habe während der gesammten SS gerade mal 13 kg zugenommen, es gab also wenig ANhaltspunkte dafür, mich bei JEDER Untersuchung drauf hinzuweisen, ich solle nicht so viele Süßigkeiten essen, sonst würde ich noch mehr zunehmen.... irks!",41,263,5.0
1851,0,Ostovic ist ein sehr angenehmer und vertrauenswürdiger Augenarzt.,8,65,1.0
2230,0,"Ich habe seit Jahren eine ""wandernde"" Schuppenflechte und dagegen ist nun mal kein Kraut gewachsen (ausser Sonne und Meer).",19,123,5.0
3267,2,"Noch nie einen so planlosen Arzt gesehen, wo man das Gefühl hat, irgendwo ist die ""versteckte Kamera"" -",18,103,6.0
3935,3,Die Arzthelferin spricht nichtmal verständliches Deutsch.,6,57,6.0
3544,3,"Dafür belehrt Sie Patientinnen gerne etwas lehrerhaft, was etwas dazu führt sich als Patientin nicht ganz ernst genommen zu fühlen, dafür aber viel zu erfahren.",25,160,3.0
898,2,Lebenswoche stattfinden (so steht es auch im Untersuchungs Heft).,9,65,4.0
969,2,"Die Wartezeiten sind eine Katastrophe, da scheinbar doch Termine vergeben werden und Patienten ohne Termin erst nach Abarbeitung der Patienten nach Termin untersucht werden.",24,173,5.0
7082,0,Auf Empfehlung habe ich Dr Seeliger für 2 Implantate gewählt und bin nun nach gut 2 Jahren voll zufrieden- problemlos- vielen Dank!,22,131,1.0
1618,0,Auffermann war mir gegenüber mehrfach in 2019 gegenüber sehr unfreundlich.,10,74,4.0
393,4,"Auf die Frage, ob Soja schlecht für die Schilddrüse sei, antwortete er, davon habe er noch nie gehört, obwohl sogar im Beipackzettel des Medikaments steht, dass es sich auswirkt.",29,178,6.0
7540,1,"Hatte mich mit akutem Schmerzzustand im Rücken gemeldet, musste 2h warten und mir dann sagen lassen, dass ich nicht rum heulen soll!",22,132,6.0
2942,3,Überraschenderweise konnte ich am dritten Tag nach der OP schon ohne Krücken gehen.,13,83,1.0
6195,4,"Wohin aber soll ich bitteschön wechseln, wenn es sich um Arthrose handelt?",12,74,5.0
7337,3,"Bergener geduldig und darauf bedacht, die beste Lösung für den Patienten zu finden.",13,83,1.0
7324,8,In 3-5 Minuten ist man abgefertigt und wird entlassen.,9,54,4.0
2811,5,Untersuchung - Spritze - Rezept gegen Schmerzen und ein Rezept für eine Lumbalbandage.,13,86,2.0
6889,2,"Wenn es jedoch um etwas seltener Krankheiten geht, stellt sie wilde Diagnosen auf (vier unterschiedliche habe ich bei ihr bekommen), ohne sich noch einmal schlau zu machen.",27,172,4.0
2019,5,"Hier wird alles schön handschriftlich festgehaltenn, was eine halbe Ewigkeit dauert.",11,84,4.0
2573,5,Die Wartezeiten sind trotz Termin vertretbar.,6,45,1.0
3998,0,"Als Patient mit akuten Beschwerden bekam ich zwar zeitnah ein Gespräch, aber die Untersuchung beschränkte sich auf das Minimum, ebenso das Gespräch.",22,148,5.0
7161,0,Angstpatienten haben schlechte Karten Von Anfang bis Ende kein lächeln kein nettes Wort,13,87,3.0
7842,2,"Zusätzlich war er sehr genervt darüber, daß sie sich so angestellt hat. (Sie war das erste mal bei einem HNO-Arzt zur Untersuchung!) Sorry, aber meine Tochter wird diese Praxis nicht wieder betreten!",32,199,4.0
3520,4,Spielt Kind (7 Jahre alt) bei der Behandlung (z.,9,48,5.0
6855,4,"Man muss mit ihr mehr als einmal in Kontakt treten, dann merkt man, dass sie doch eine nette Erscheinung ist...",20,111,2.0
3669,1,Ich kann diese Praxis beim besten Willen nicht weiterempfehlen.,9,63,5.0
1502,1,"Ich war zufrieden, vielleicht abgesehen davon, dass man bei jedem Praxisbesuch einen wahrscheinlich überflüssigen Check aufgeschwatzt bekam.",17,140,5.0
6882,17,Das kann man dem Arzt nicht zum Vorwurf machen.,9,47,2.0
4684,0,Für eine Fachärztin und Fachbuchautorin ist es nicht akzeptabel KEINE Prick-Proben für Pferdehaare vorrätig zu haben.,16,117,6.0
4396,2,Ebenfalls nicht ganz optimal gelöst finde ich die Situation bei der Anmeldung.,12,78,3.0
4139,2,Zumal ich - wie prognostisiert - nach 10 Tagen von der Nesselsucht befreit war.,14,79,2.0
3649,0,"Mathies ist ein sehr kompetenter Arzt, Er nimmt sich jede Menge Zeit und informiert dich über jedes Detai.ich habe bislang solche Untersuchungen nicht erlebt !",25,159,1.0
1079,4,Wegen der Schmerzen konnte ich nicht so locker lassen wie gewünscht.,11,68,6.0
432,9,"Nach Einnahme des Antibiotikums für 8 Tage war zwar eine deutliche Besserung eingetreten, ich empfand die Nase aber noch nicht völlig frei.",22,139,4.0
4931,1,Behandelt erwachsene und gestandene Menschen wie Bekloppte.,7,59,6.0
916,16,Prechtel an oberster Stelle steht.,5,34,1.0
5717,1,"Ich hatte das Gefühl, ""durchgeschleust"" zu werden, da der Arzt im 10min-Rhythmus durch die verschiedenen Behandlungsräume rotiert.",17,130,3.0
7395,8,Ich bin sehr unzufrieden und komme nicht mehr wieder !,10,54,6.0
4377,0,"Zusätzlich ist es natürlich unglücklich, wenn man weiß dass Privatpatienten ohne Wartezeit, man selber aber doch bis zu 2Stunden wartet bis man zu Ärztin reingebeten wird.",26,171,5.0
6498,4,"Als Patinent, zummal mit aktuten Problemen, ist man oder Frau dort nicht gut aufhoben- nicht zu empfehlen.",17,106,5.0
5079,7,"Ich finde allerdings, dass sich eine kompetente Ärztin- gerade in solchen Situationen- schlechte Laune nicht in dem Maße anmerken lassen sollte.",21,144,5.0
279,5,Lösungen wurden nur auf Nachfrage und nur knapp und unverständlich erklärt.,11,75,6.0
6124,1,Leide seit langem an einem Ekzem an den Armen und am Körper und bisher habe ich immer nur Kortison bekommen.,20,108,1.0
7250,8,Unser Sohn fühlte sich sichtlich wohl in dieser Praxis.,9,55,2.0
3362,2,"Habe schon öfter überlegt zu wechseln, es aber nie getan.",10,57,4.0
6184,4,"Aber ich weiß nicht, ob ich wieder zu ihm kommen werde.",11,55,3.0
3805,0,Ich war 7Jahre Patientin dieser Ärztin.,6,39,5.0
3061,0,"Nicht nur das man trotz Termin, stundenlang mit Kleinkinder warten muss, sondern auch noch das man sich nicht gut aufgehoben fühlt.",21,131,4.0
3230,6,Danach lässt sich in der Regel nicht mehr viel regulieren.,10,58,5.0
519,4,Daraufhin hat er sehr unfreundlich den Fahrer angerufen und ihn zurückbefohlen.,11,79,6.0
4110,2,"Zwar musste ich etwas warten, was aber nicht schlimm war, da ich aus Erfahrung in anderen Praxen weiß, dass man beim Orthopäden eine Wartezeit in Kauf nehmen muss.",28,163,2.0
5687,1,"Sobald es eine Möglichkeit gibt die Patientinnen zu operieren, wird hiervon auch gebrauch gemacht (vermutlich um die Praxiskasse zu füllen).",20,140,4.0
4609,4,"Schade , wir waren mehr als 10 Jahre und mit drei Kindern da Patienten und waren immer zufrieden.......uns fehlen die Worte....",21,127,6.0
6372,4,"Mir wurde erneut ein Rückruf zugesagt, auch um die Blutwerte beider Blutabnahme zu besprechen.",14,94,5.0
263,3,Wolfram wäre wohl als Ärztin in der Pathologie besser aufgehoben.,10,65,5.0
3758,2,"Herr Hoffmann machte nicht den Eindruck, das er mir helfen wollte.",11,66,5.0
6352,5,Empathie wird bei ihr groß geschrieben.,6,39,1.0
3449,3,Die Praxis ist modern und schlicht eingerichtet.,7,48,1.0
1927,1,Er ist offen und sehr sympathisch- ich kann ihm in jeder Hinsicht vertrauen.,13,76,1.0
4341,2,"Auch Tage später, beim Klammern ziehen (das machte die Schwester), kam sie dazu, schaute sich die Narbe an, fragte, ob alles in Ordnung ist, ob ich etwas möchte...",28,163,2.0
7957,2,Nach relativ kurzer Wartezeit kam ich dran und wurde sehr nett behandelt.,12,73,3.0
6005,2,Koch war immer noch schlechter zu erreichen.,7,44,3.0
2988,0,Ich hatte heute einen Termin bei Herrn Dr.,8,42,1.0
134,2,"Und Problem gelöst bei einer tollen Ärztin, natürlich ohne Vollnarkose.",10,71,5.0
5388,2,Bauchspiegelung erst nach 8 Wochen auf mein Drängen: Verwachsungen+Blinddarm wurden entfernt.,11,93,4.0
1128,13,Ich komme mit der Erwartung als Team Ursachen zu analysieren und langfristig entgegen zu wirken.,15,96,6.0
5048,1,Leider war dies nicht so!,5,25,5.0
6106,4,Sie sagte bestimmt eine Stunde (wenn ich um 10 einen Termin habe warte ich gerne eine halbe Stunde!) Um 13:30 waren wir dann fertig!,24,132,2.0
5833,5,"Burian wechselt bald das Personal, stressresistente Mitarbeiter aus!",8,68,2.0
4461,4,Ich habe mich in der Praxis von Frau Dr.,9,40,1.0
6529,3,Schießer hat sich wahnsinnig viel Zeit für Erläuterungen und die Untersuchung genommen.,12,87,1.0
750,4,"Schade, trotz leerer Praxin in Coronazeiten...",6,46,5.0
